ADSCrouchBaseMax,ADSCrouchBaseMin,ADSCrouchBaseSpreadDec,ADSCrouchBaseSpreadInc,ADSCrouchMoveMax,ADSCrouchMoveMin,ADSCrouchMoveSpreadDec,ADSCrouchMoveSpreadInc,ADSProneBaseMax,ADSProneBaseMin,ADSProneBaseSpreadDec,ADSProneBaseSpreadInc,ADSProneMoveMax,ADSProneMoveMin,ADSProneMoveSpreadDec,ADSProneMoveSpreadInc,ADSRecoilDec,ADSRecoilLeft,ADSRecoilRight,ADSRecoilUp,ADSStandBaseMax,ADSStandBaseMin,ADSStandBaseSpreadDec,ADSStandBaseSpreadInc,ADSStandMoveMax,ADSStandMoveMin,ADSStandMoveSpreadDec,ADSStandMoveSpreadInc,AltDeployTime,Ammo,BDrop,BRoF,BridgeDelay,Class,Damages0,Damages1,Damages2,Damages3,Damages4,Damages5,Damages6,Damages7,Damages8,Damages9,DeployTime,Dmg_distances0,Dmg_distances1,Dmg_distances2,Dmg_distances3,Dmg_distances4,Dmg_distances5,Dmg_distances6,Dmg_distances7,Dmg_distances8,Dmg_distances9,Drag,EDmg,FirstShotADSSpreadMul,FirstShotHIPSpreadMul,FirstShotRecoilMul,FirstSingleBulletTime,HIPCrouchBaseMax,HIPCrouchBaseMin,HIPCrouchBaseSpreadDec,HIPCrouchBaseSpreadInc,HIPCrouchMoveMax,HIPCrouchMoveMin,HIPCrouchMoveSpreadDec,HIPCrouchMoveSpreadInc,HIPProneBaseMax,HIPProneBaseMin,HIPProneBaseSpreadDec,HIPProneBaseSpreadInc,HIPProneMoveMax,HIPProneMoveMin,HIPProneMoveSpreadDec,HIPProneMoveSpreadInc,HIPRecoilDec,HIPRecoilLeft,HIPRecoilRight,HIPRecoilUp,HIPStandBaseMax,HIPStandBaseMin,HIPStandBaseSpreadDec,HIPStandBaseSpreadInc,HIPStandMoveMax,HIPStandMoveMin,HIPStandMoveSpreadDec,HIPStandMoveSpreadInc,HorDispersion,InitialSpeed,MagSize,NumBulletsReloaded,PostReloadDelay,ReloadDelay,ReloadEmpty,ReloadLeft,ReloadThrs,RoF,SDmg,ShotsPerBurst,ShotsPerShell,SingleBulletReloadTime,StripClipSize,StripReloadTime,TimeToLive,VerDispersion,WeapShowName
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,0,30-06,12,60,0.06667,4,80,80,100,100,80,80,80,80,80,80,0.9,0,80,100,150,190,190,190,190,190,190,0.002,80,1,1,1,0.86667,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,820,6,5,1.4333,1.23333,N/A,N/A,N/A,60,100,3,1,0.8,5,1.8,5,0,M1917 Enfield Infantry
2,0,6.7,0,3,1,6.7,0,2,0,6.7,0,3,1,6.7,0,3,1,1,2,2,0,6.7,0,3,1,6.7,0,0,30-06,12,60,0.06667,4,80,80,100,100,80,80,80,80,80,80,0.9,0,80,100,150,190,190,190,190,190,190,0.002,80,1,1,1,0.86667,3,2,6.7,1,4.5,3.5,6.7,1,2.5,1.5,6.7,1,4,3,6.7,1,3,1,1,5,3.5,2.5,6.7,1,5,4,6.7,1,0,820,6,5,1.4333,1.23333,N/A,N/A,N/A,60,100,3,1,0.8,5,1.8,5,0,M1917 Enfield Silenced
2.75,0.18,8.925,-0.099166661,3.5,1.02,8.925,-0.099166661,2.5,0.18,8.925,-0.099166661,3.25,1.02,8.925,-0.099166661,10.002,0.17,0.17,0.26,3,0.18,8.925,-0.099166661,3.75,1.02,8.925,-0.099166661,2,30-06,12,450,N/A,3,26.5,25,23,23,23,23,23,23,23,23,1.3,11,12,35,35,35,35,35,35,35,35,0.002,23,-5.99998,-5.99998,1.8,N/A,4.75,2.75,18.9,-0.209999988,5.25,3.5,18.9,-0.209999988,4.25,2.5,18.9,-0.209999988,4.75,3.25,18.9,-0.209999988,10.002,0.17,0.17,0.26,5.25,3,18.9,-0.209999988,5.75,3.75,18.9,-0.209999988,0,820,250,250,N/A,N/A,8.33333,7.5,0.65,450,26.5,3,1,N/A,N/A,N/A,1.5,0,M1917 Low Weight
1.2,0.14007,2.625,0.04375,1.2,0.79,2.1,0.04375,1.2,0.14007,2.625,0.04375,1.2,0.79,2.1,0.04375,5,0.12,0.12,0.36,1.2,0.14007,2.625,0.04375,1.2,0.79,2.1,0.04375,2,9x19mm,12,359,N/A,2,34.73,33.34,26.5,25,20.84,20,17.37,16.67,15,15,0.7,11,12,17,18,24,25,31,32,33,33,0.0025,15,1,1,1,N/A,2,1,2.1,0.07,2,1,2.1,0.07,2,1,2.1,0.07,2,1,2.1,0.07,5,0.12,0.12,0.36,2,1,2.1,0.07,2.5,1.5,2.1,0.07,0,460,41,41,N/A,N/A,3.5,2.1,0.85,359,34.73,3,1,N/A,N/A,N/A,1.5,0,M1917 Patrol Carbine
2.75,0.12006,3.274999893,-0.093571426,3.5,1.02,2.975,-0.085,2.5,0.12006,3.274999893,-0.093571426,3.25,1.02,2.975,-0.085,6,0.17,0.17,0.26,3,0.12006,3.274999893,-0.093571426,3.75,1.02,2.975,-0.085,2,30-06,12,450,N/A,3,26.5,25,23,23,23,23,23,23,23,23,1.3,11,12,35,35,35,35,35,35,35,35,0.002,23,-7,-7,1.8,N/A,4.75,2.75,6.3,-0.18,5.25,3.5,6.3,-0.18,4.25,2.5,6.3,-0.18,4.75,3.25,6.3,-0.18,6,0.17,0.17,0.26,5.25,3,6.3,-0.18,5.75,3.75,6.3,-0.18,0,820,250,250,N/A,N/A,8.33333,7.5,0.65,450,26.5,3,1,N/A,N/A,N/A,1.5,0,M1917 Telescopic
2,0,4.5,0.3,2,0.4,4.5,0.3,2,0,4.5,0.3,2,0.4,4.5,0.3,4.5,0.9,0.9,7.2,2,0,4.5,0.3,2,0.4,4.5,0.3,2,12g,12,138,0,2,10,5,5,5,5,5,5,5,5,5,0.65,12,19,19,19,19,19,19,19,19,19,0.007,5,1,1,1,-1,2,0.3,4.5,0.3,2,0.5,4.5,0.3,2,0.2,4.5,0.3,2,0.4,4.5,0.3,4.5,0.9,0.9,7.2,2,0.4,4.5,0.3,2,0.6,4.5,0.3,1.8,333,5,1,0.17,0.7,N/A,N/A,N/A,138,10,3,12,-1,1,0.5,1,1.8,M97 Trench Gun Backbored
2,0,4.5,0.3,2,0.4,4.5,0.3,2,0,4.5,0.3,2,0.4,4.5,0.3,3,1.5,1.5,9,2,0,4.5,0.3,2,0.4,4.5,0.3,2,12g,12,138,0,2,10,5,5,5,5,5,5,5,5,5,0.65,14,21,21,21,21,21,21,21,21,21,0.007,5,1,1,1,-1,2,0.3,4.5,0.3,2,0.5,4.5,0.3,2,0.2,4.5,0.3,2,0.4,4.5,0.3,3,1.5,1.5,9,2,0.4,4.5,0.3,2,0.6,4.5,0.3,1.8,333,5,1,0.17,0.7,N/A,N/A,N/A,138,10,3,12,-1,1,0.5,1,1.8,M97 Trench Gun Hunter
2,0,4.5,0.3,2,0.4,4.5,0.3,2,0,4.5,0.3,2,0.4,4.5,0.3,3,1.5,1.5,9,2,0,4.5,0.3,2,0.4,4.5,0.3,2,12g,12,138,0,2,12.5,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.65,10,16,16,16,16,16,16,16,16,16,0.007,4.2,1,1,1,-1,2,0.3,4.5,0.3,2,0.5,4.5,0.3,2,0.2,4.5,0.3,2,0.4,4.5,0.3,3,1.5,1.5,9,2,0.4,4.5,0.3,2,0.6,4.5,0.3,2.7,333,5,1,0.17,0.7,N/A,N/A,N/A,138,12.5,3,12,-1,1,0.5,1,0.45,M97 Trench Gun Sweeper
4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,6,0.15,0.15,0.28,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,2,Mauser792x57mm,12,430,N/A,5,28,25,21,21,21,21,21,21,21,21,1.25,11,12,35,35,35,35,35,35,35,35,0.0025,21,-6,-6,2.5,N/A,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,6,0.15,0.15,0.28,4,0.4,3.6,-0.45,4,0.4,3.6,-0.45,0,870,200,200,N/A,N/A,5.8,5.8,0.9,430,28,3,1,N/A,N/A,N/A,1.5,0,MG 08-15
2.75,0.18,8.925,-0.099166661,3.5,1.02,8.925,-0.099166661,2.5,0.18,8.925,-0.099166661,3.25,1.02,8.925,-0.099166661,10.002,0.35,0.35,0.4125,3,0.18,8.925,-0.099166661,3.75,1.02,8.925,-0.099166661,2,Mauser792x57mm,12,500,N/A,3,28,25,21,21,21,21,21,21,21,21,1.3,11,12,35,35,35,35,35,35,35,35,0.0025,21,-5.99998,-5.99998,1.8,N/A,4.75,2.75,18.9,-0.209999988,5.25,3.5,18.9,-0.209999988,4.25,2.5,18.9,-0.209999988,4.75,3.25,18.9,-0.209999988,10.002,0.35,0.35,0.4125,5.25,3,18.9,-0.209999988,5.75,3.75,18.9,-0.209999988,0,870,100,100,N/A,N/A,4.45,4.45,0.85,500,28,3,1,N/A,N/A,N/A,1.5,0,MG15 N.A. Low Weight
2.75,0.18,2.975,-0.085,3.5,1.02,2.975,-0.085,2.5,0.18,2.975,-0.085,3.25,1.02,2.975,-0.085,6,0.28,0.28,0.33,3,0.18,2.975,-0.085,3.75,1.02,2.975,-0.085,2,Mauser792x57mm,12,500,N/A,3,28,25,21,21,21,21,21,21,21,21,1.3,11,12,35,35,35,35,35,35,35,35,0.0025,21,-7,-7,1.8,N/A,4.75,2.75,6.3,-0.18,5.25,3.5,6.3,-0.18,4.25,2.5,6.3,-0.18,4.75,3.25,6.3,-0.18,6,0.28,0.28,0.33,5.25,3,6.3,-0.18,5.75,3.75,6.3,-0.18,0,870,100,100,N/A,N/A,4.45,4.45,0.85,500,28,3,1,N/A,N/A,N/A,1.5,0,MG15 N.A. Storm
2.75,0.18,2.975,-0.085,3.5,1.02,2.975,-0.085,2.5,0.18,2.975,-0.085,3.25,1.02,2.975,-0.085,6,0.35,0.35,0.4125,3,0.18,2.975,-0.085,3.75,1.02,2.975,-0.085,2,Mauser792x57mm,12,500,N/A,3,28,25,21,21,21,21,21,21,21,21,1.3,11,12,35,35,35,35,35,35,35,35,0.0025,21,-7,-7,1.8,N/A,4.75,2.75,6.3,-0.18,5.25,3.5,6.3,-0.18,4.25,2.5,6.3,-0.18,4.75,3.25,6.3,-0.18,6,0.35,0.35,0.4125,5.25,3,6.3,-0.18,5.75,3.75,6.3,-0.18,0,870,200,200,N/A,N/A,4.45,4.45,0.85,500,28,3,1,N/A,N/A,N/A,1.5,0,MG15 N.A. Suppressive
1.2,0.2001,5.4,0.045,1.2,0.5,5.4,0.045,1.2,0.2001,5.4,0.045,1.2,0.5,5.4,0.045,8,0.138,0.138,0.42,1.2,0.2001,5.4,0.045,1.2,0.5,5.4,0.045,2,9x19mm,12,550,N/A,2,28,25,20.84,20,17.37,16.67,15,15,15,15,0.65,11,12,21,22,29,30,37,37,37,37,0.0025,15,4,4,1.499994,N/A,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,8,0.138,0.138,0.42,2,1,2.7,0.045,2.5,1.5,2.7,0.045,0,420,30,30,N/A,N/A,3.3,2.1,0.87,550,28,3,1,N/A,N/A,N/A,1.5,0,MP 18 Experimental
1.2,0.225,2.7,0.045,1.2,0.375,2.7,0.045,1.2,0.225,2.7,0.045,1.2,0.375,2.7,0.045,8,0.23,0.23,0.42,1.2,0.225,2.7,0.045,1.2,0.375,2.7,0.045,2,9x19mm,12,550,N/A,2,28,25,20.84,20,17.37,16.67,15,15,15,15,0.65,11,12,21,22,29,30,37,37,37,37,0.0025,15,3,4,1.8,N/A,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,8,0.23,0.23,0.42,2,1,2.7,0.045,2.5,1.5,2.7,0.045,0,420,32,32,N/A,N/A,2.96,2.1,0.87,550,28,3,1,N/A,N/A,N/A,1.5,0,MP 18 Optical
1.2,0.3,2.7,0.045,1.2,0.5,2.7,0.045,1.2,0.3,2.7,0.045,1.2,0.5,2.7,0.045,8,0.23,0.23,0.42,1.2,0.3,2.7,0.045,1.2,0.5,2.7,0.045,2,9x19mm,12,550,N/A,2,28,25,20.84,20,17.37,16.67,15,15,15,15,0.65,11,12,21,22,29,30,37,37,37,37,0.0025,15,4,1,1.8,N/A,2,0.667,2.7,0.045,2,0.667,2.7,0.045,2,0.667,2.7,0.045,2,0.667,2.7,0.045,8,0.23,0.23,0.42,2,0.667,2.7,0.045,2.5,1.0005,2.7,0.045,0,420,32,32,N/A,N/A,2.96,2.1,0.87,550,28,3,1,N/A,N/A,N/A,1.5,0,MP 18 Trench
1.75,0.24,6.375,-0.10625,2.5,0.56,6.375,-0.10625,1.5,0.24,6.375,-0.10625,2.25,0.56,6.375,-0.10625,10.002,0.275,0.275,0.38,2,0.24,6.375,-0.10625,2.75,0.56,6.375,-0.10625,2,Mauser792x57mm,12,540,N/A,3,28,25,21,21,21,21,21,21,21,21,1.1,11,12,35,35,35,35,35,35,35,35,0.0025,21,-4,-4,1.8,N/A,3.25,1.75,13.5,-0.225,3.75,2.5,13.5,-0.225,2.75,1.5,13.5,-0.225,3.25,2.25,13.5,-0.225,10.002,0.275,0.275,0.38,3.75,2,13.5,-0.225,4.25,2.75,13.5,-0.225,0,800,30,30,N/A,N/A,4.2,2.65,0.8,540,28,3,1,N/A,N/A,N/A,1.5,0,Madsen MG Low Weight
1.75,0.24,2.125,-0.085,2.5,0.56,2.125,-0.085,1.5,0.24,2.125,-0.085,2.25,0.56,2.125,-0.085,6,0.22,0.22,0.304,2,0.24,2.125,-0.085,2.75,0.56,2.125,-0.085,2,Mauser792x57mm,12,540,N/A,3,28,25,21,21,21,21,21,21,21,21,1.1,11,12,35,35,35,35,35,35,35,35,0.0025,21,-5,-5,1.8,N/A,3.25,1.75,4.5,-0.18,3.75,2.5,4.5,-0.18,2.75,1.5,4.5,-0.18,3.25,2.25,4.5,-0.18,6,0.22,0.22,0.304,3.75,2,4.5,-0.18,4.25,2.75,4.5,-0.18,0,800,30,30,N/A,N/A,4.2,2.65,0.8,540,28,3,1,N/A,N/A,N/A,1.5,0,Madsen MG Storm
1.75,0.24,2.125,-0.085,2.5,0.56,2.125,-0.085,1.5,0.24,2.125,-0.085,2.25,0.56,2.125,-0.085,6,0.275,0.275,0.38,2,0.24,2.125,-0.085,2.75,0.56,2.125,-0.085,2,Mauser792x57mm,12,540,N/A,3,28,25,21,21,21,21,21,21,21,21,1.1,11,12,35,35,35,35,35,35,35,35,0.0025,21,-5,-5,1.8,N/A,3.25,1.16725,4.5,-0.09,3.75,1.6675,4.5,-0.09,2.75,1.0005,4.5,-0.09,3.25,1.50075,4.5,-0.09,6,0.275,0.275,0.38,3.75,1.334,4.5,-0.09,4.25,1.83425,4.5,-0.09,0,800,30,30,N/A,N/A,4.2,2.65,0.8,540,28,3,1,N/A,N/A,N/A,1.5,0,Madsen MG Trench
1.2,0.18,6,0.2,1.2,0.5,6,0.2,1.2,0.18,6,0.2,1.2,0.5,6,0.2,5,0.8,0.8,4,1.2,0.18,6,0.2,1.2,0.5,6,0.2,2,85mm_Mars,12,199,N/A,8,40,34.73,33.34,26.05,25,23,23,23,23,23,0.6,14,21,22,27,28,30.06,30.06,30.06,30.06,30.06,0.0025,23,1,1,1,N/A,2,0.8,6,0.2,2,1.2,6,0.2,2,0.8,6,0.2,2,1.2,6,0.2,5,0.8,0.8,4,2,0.8,6,0.2,2,1.2,6,0.2,0,530,11,11,N/A,N/A,2.93,2.13,0.8,199,40,3,1,N/A,N/A,N/A,5,0,Mars Automatic Pistol
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,10,2,0,10.05,0,3,1,10.05,0,0.05,MartiniHenry577_450,12,25,N/A,4,90,90,112,112,100,70,70,70,70,70,0.9,0,20,42,68,80,140,140,140,140,140,0.0025,70,1,1,1,N/A,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,10,3.5,2.5,10.05,1,5,4,10.05,1,0,440,1,1,N/A,N/A,2.3,2.3,0.85,25,112,3,1,N/A,N/A,N/A,5,0,Martini-Henry Infantry
2,0,6.7,0,3,1,6.7,0,2,0,6.7,0,3,1,6.7,0,3,1,1,10,2,0,6.7,0,3,1,6.7,0,0.05,MartiniHenry577_450,12,25,N/A,4,90,90,112,112,100,70,70,70,70,70,0.9,0,20,42,68,80,140,140,140,140,140,0.0025,70,1,1,1,N/A,3,2,6.7,1,4.5,3.5,6.7,1,2.5,1.5,6.7,1,4,3,6.7,1,3,1,1,10,3.5,2.5,6.7,1,5,4,6.7,1,0,440,1,1,N/A,N/A,2.3,2.3,0.85,25,112,3,1,N/A,N/A,N/A,5,0,Martini-Henry Sniper
1.2,0.4,2.7,0.045,1.2,0.5,2.7,0.045,1.2,0.4,2.7,0.045,1.2,0.5,2.7,0.045,8,0.48,0.48,0.63,1.2,0.4,2.7,0.045,1.2,0.5,2.7,0.045,2,9x23mm,12,900,N/A,2,26.5,25,20.84,20,17.37,16.67,15,15,15,15,0.5,11,12,21,22,29,30,37,37,37,37,0.0025,15,4,4,1.9,N/A,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,8,0.48,0.48,0.63,2,1,2.7,0.045,2.5,1.5,2.7,0.045,0,350,16,N/A,N/A,N/A,N/A,N/A,N/A,900,26.5,3,1,N/A,8,N/A,1.5,0,Maschinenpistole M1912
1.2,0.2668,5.4,0.045,1.2,0.5,5.4,0.045,1.2,0.2668,5.4,0.045,1.2,0.5,5.4,0.045,8,0.36,0.36,0.7875,1.2,0.2668,5.4,0.045,1.2,0.5,5.4,0.045,2,9x23mm,12,1200,N/A,2,26.5,25,20.84,20,17.37,16.67,15,15,15,15,0.5,11,12,21,22,29,30,37,37,37,37,0.0025,15,4,4,1.583327,N/A,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,2,1,2.7,0.045,8,0.36,0.36,0.7875,2,1,2.7,0.045,2.5,1.5,2.7,0.045,0,350,16,N/A,N/A,N/A,N/A,N/A,N/A,450,26.5,2,1,N/A,8,N/A,1.5,0,Maschinenpistole M1912 Experimental
1.2,0.3,4.5,0.15,1.2,0.6,4.5,0.15,1.2,0.3,4.5,0.15,1.2,0.6,4.5,0.15,5,0.35,0.35,1.5,1.2,0.3,4.5,0.15,1.2,0.6,4.5,0.15,2,Mauser763x25mm,12,299,0.26666668,8,28,26.05,25,20.84,20,17.37,16.67,15,15,15,0.5,13.66,15,16,21,22,27,28,32.76,32.76,32.76,0.0025,15,1,1,1,0.51666668,2,0.8,4.5,0.15,2,1.2,4.5,0.15,2,0.8,4.5,0.15,2,1.2,4.5,0.15,5,0.35,0.35,1.5,2,0.8,4.5,0.15,2,1.2,4.5,0.15,0,440,10,10,0.8,0.5,N/A,N/A,N/A,299,28,3,1,0.25,10,1.4,1.5,0,Mauser C96
1.2,0.4,4.5,0.15,1.2,0.5,4.5,0.15,1.2,0.4,4.5,0.15,1.2,0.5,4.5,0.15,5,0.3,0.3,1.1,1.2,0.4,4.5,0.15,1.2,0.5,4.5,0.15,2,9x20mm_Browning_Long,12,359,N/A,8,30,26.05,25,20.84,20,17.37,16.67,14.89,14.29,13.5,0.45,12.29,15,16,21,22,27,28,33,34,37.33,0.0025,13.5,1,1,1,N/A,2,0.8,4.5,0.15,2,1.2,4.5,0.15,2,0.8,4.5,0.15,2,1.2,4.5,0.15,5,0.3,0.3,1.1,2,0.8,4.5,0.15,2,1.2,4.5,0.15,0,350,8,8,N/A,N/A,2.7,2,0.9,359,30,3,1,N/A,N/A,N/A,1.5,0,Mle M1903
2,0,24,1.6,2,0.4,24,1.6,2,0,24,1.6,2,0.4,24,1.6,4.5,1,1,11,2,0,24,1.6,2,0.4,24,1.6,2,12g,12,78,0,2,12.5,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0.65,14,21,21,21,21,21,21,21,21,21,0.007,6.25,1,1,1,-1,4,0.3,24,1.6,4,0.5,24,1.6,4,0.2,24,1.6,4,0.4,24,1.6,4.5,1,1,11,4,0.4,24,1.6,4,0.6,24,1.6,2.25,333,6,1,0.17,0.7,N/A,N/A,N/A,78,12.5,3,12,-1,1,0.5,1,2.25,Model 10-A Factory
2,0,6,1.6,2,0.4,6,1.6,2,0,6,1.6,2,0.4,6,1.6,3,1,1,11,2,0,6,1.6,2,0.4,6,1.6,2,12g,12,78,0,2,12.5,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0.65,14,21,21,21,21,21,21,21,21,21,0.007,6.25,1,1,1,-1,4,0.3,6,1.6,4,0.5,6,1.6,4,0.2,6,1.6,4,0.4,6,1.6,3,1,1,11,4,0.4,6,1.6,4,0.6,6,1.6,1.8,333,6,1,0.17,0.7,N/A,N/A,N/A,78,12.5,3,12,-1,1,0.5,1,1.8,Model 10-A Hunter
3,0.24,9,0.3,3,0.48,9,0.3,3,0.24,9,0.3,3,0.48,9,0.3,4.5,1,1,11,3,0.24,9,0.3,3,0.48,9,0.3,2,12g,12,78,0,2,112,100,45,45,45,45,45,45,45,45,0.65,8,11,60,60,60,60,60,60,60,60,0.002,45,1,1,1,-1,2,1,9,0.3,2,1,9,0.3,2,1,9,0.3,2,1,9,0.3,4.5,1,1,11,2,1,9,0.3,2.2,1.2,9,0.3,0,420,6,1,0.17,0.7,N/A,N/A,N/A,78,112,3,1,-1,1,0.5,5,0,Model 10-A Slug
2,0,18,0.3,2,0.4,18,0.3,2,0,18,0.3,2,0.4,18,0.3,9,2,2,8,2,0,18,0.3,2,0.4,18,0.3,2,12g,12,299,N/A,2,12.5,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0.65,14,21,21,21,21,21,21,21,21,21,0.007,6.25,1,1,1,N/A,4,0.3,18,0.3,4,0.5,18,0.3,4,0.2,18,0.3,4,0.4,18,0.3,9,2,2,8,4,0.4,18,0.3,4,0.6,18,0.3,2.25,333,2,2,N/A,N/A,2.4,3.2,0.8,299,12.5,2,12,N/A,N/A,N/A,1,2.25,Model 1900 Factory
3,0.24,9,0.3,3,0.48,9,0.3,3,0.24,9,0.3,3,0.48,9,0.3,9,2,2,8,3,0.24,9,0.3,3,0.48,9,0.3,2,12g,12,299,N/A,2,112,100,45,45,45,45,45,45,45,45,0.65,8,11,60,60,60,60,60,60,60,60,0.002,45,1,1,1,N/A,2,1,9,0.3,2,1,9,0.3,2,1,9,0.3,2,1,9,0.3,9,2,2,8,2,1,9,0.3,2.2,1.2,9,0.3,0,420,2,2,N/A,N/A,2.4,3.2,0.8,299,112,2,1,N/A,N/A,N/A,5,0,Model 1900 Slug
1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,3,0.45,0.45,1.1,1.2,0.1125,3.75,0.0625,1.2,0.7875,3,0.0625,0.9,Mauser792x57mm,12,257,0.23333333,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,0.79999999,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.45,0.45,1.1,3.5,2.5,3,0.1,4,3,3,0.1,0,800,10,5,0.5667,1,N/A,N/A,N/A,257,40,3,1,0.56666666,5,1.13333,3,0,Mondragon Optical
1.2,0.10005,3,0.1,1.2,1.05,3,0.1,1.2,0.10005,3,0.1,1.2,1.05,3,0.1,3,0.45,0.45,1.1,1.2,0.10005,3,0.1,1.2,1.05,3,0.1,0.9,Mauser792x57mm,12,257,0.23333333,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,0.79999999,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.45,0.45,1.1,3.5,2.5,3,0.1,4,3,3,0.1,0,800,10,5,0.5667,1,N/A,N/A,N/A,257,40,3,1,0.56666666,5,1.13333,3,0,Mondragon Sniper
1.2,0.15,3,0.1,1.2,1.05,3,0.1,1.2,0.15,3,0.1,1.2,1.05,3,0.1,3,0.27,0.27,0.66,1.2,0.15,3,0.1,1.2,1.05,3,0.1,0.9,Mauser792x57mm,12,257,0.23333333,1,40,35,35,35,35,35,35,35,35,35,0.7,40,80,80,80,80,80,80,80,80,80,0.0025,35,1,1,1,0.79999999,3,2,3,0.1,3.5,2.5,3,0.1,2.5,1.5,3,0.1,3,2,3,0.1,3,0.27,0.27,0.66,3.5,2.5,3,0.1,4,3,3,0.1,0,800,10,5,0.5667,1,N/A,N/A,N/A,257,40,3,1,0.56666666,5,1.13333,3,0,Mondragon Storm
2,0,10.05,0,3,1,10.05,0,2,0,10.05,0,3,1,10.05,0,4.5,1,1,2,2,0,10.05,0,3,1,10.05,0,0,762x54mm,12,56,N/A,4,80,80,100,100,80,80,80,80,80,80,0.9,0,40,60,100,140,140,140,140,140,140,0.0025,80,1,1,1,N/A,3,2,10.05,1,4.5,3.5,10.05,1,2.5,1.5,10.05,1,4,3,10.05,1,4.5,1,1,5,3.5,2.5,10.05,1,5,4,10.05,1,0,820,5,N/A,N/A,N/A,N/A,N/A,N/A,56,100,3,1,N/A,2,N/A,5,0,Mosin-Nagant M91 Infantry
2,0,6.7,0,3,1,6.7,0,2,0,6.7,0,3,1,6.7,0,3,1,1,2,2,0,6.7,0,3,1,6.7,0,0,762x54mm,12,56,N/A,4,80,80,100,100,80,80,80,80,80,80,0.9,0,40,60,100,140,140,140,140,140,140,0.0025,80,1,1,1,N/A,3,2,6.7,1,4.5,3.5,6.7,1,2.5,1.5,6.7,1,4,3,6.7,1,3,1,1,5,3.5,2.5,6.7,1,5,4,6.7,1,0,820,5,N/A,N/A,N/A,N/A,N/A,N/A,56,100,3,1,N/A,2,N/A,5,0,Mosin-Nagant M91 Marksman
1.2,0.24,9,0.3,1.2,0.5,9,0.3,1.2,0.24,9,0.3,1.2,0.5,9,0.3,5,0.8,0.8,3,1.2,0.24,9,0.3,1.2,0.5,9,0.3,2,762x38mmR_Nagant,12,199,N/A,8,40,34.73,33.34,26.05,25,23,23,23,23,23,0.55,14,21,22,27,28,30.06,30.06,30.06,30.06,30.06,0.0025,23,1,1,1,N/A,2,0.8,9,0.3,2,1.2,9,0.3,2,0.8,9,0.3,2,1.2,9,0.3,5,0.8,0.8,3,2,0.8,9,0.3,2,1.2,9,0.3,0,335,7,N/A,N/A,N/A,N/A,N/A,N/A,199,40,1,1,N/A,8,N/A,1.5,0,Nagant Revolver
1.2,0.3,9,0.3,1.2,0.5,9,0.3,1.2,0.3,9,0.3,1.2,0.5,9,0.3,5,1.2,1.2,4,1.2,0.3,9,0.3,1.2,0.5,9,0.3,2,44_American,12,163,N/A,8,53,52.09,50,34.73,33.34,26.05,25,20.84,20,17.37,0.47,6,9,10,15,16,21,22,27,28,33,0.0025,13.5,1,1,1,N/A,2,0.8,9,0.3,2,1.2,9,0.3,2,0.8,9,0.3,2,1.2,9,0.3,5,1.2,1.2,4,2,0.8,9,0.3,2,1.2,9,0.3,0,210,6,6,N/A,N/A,2.3,2.3,0.94,163,53,1,1,N/A,N/A,N/A,1.5,0,No. 3 Revolver
